id	M	Y	Z	alpha	diffusion	settling	eta	overshoot	undershoot	overexp	underexp	age	M_current	mass_cc	h_exh_core_mass	h_exh_core_radius	radius_cc	cz_mass	cz_radius	mass_X	mass_Y	log_LH	log_LHe	log_center_T	log_center_Rho	log_center_P	center_mu	center_degeneracy	Teff	log_Teff	L	log_L	radius	log_R	log_g	Fe_H	acoustic_cutoff	acoustic_radius	surface_mu	delta_Pg_asym	nu_max	delta_nu_asym	X_c	Y_c	Li_c	Be_c	B_c	C_c	N_c	O_c	F_c	Ne_c	Mg_c	X_surf	Y_surf	Li_surf	Be_surf	B_surf	C_surf	N_surf	O_surf	F_surf	Ne_surf	Mg_surf	nu_0_1	nu_0_2	nu_0_3	nu_0_4	nu_0_5	E_0_1	E_0_2	E_0_3	E_0_4	E_0_5	lg_X_c	lg_Y_c	ev_stage	ev_tau
20023	1.882166	0.302364	0.021022	0.618332	1	1	0	0.02	0.02	0	0	0.000326577620189866	1.882166	0.140615960332422	0	0	0.119497536718674	0.999999998264649	0.992291335063379	0.676312963229363	0.302520413703684	1.13674967153999	-38.2290808869481	7.31936674513096	1.82133561416272	17.2607929657444	0.633214479146956	-2.61005593159719	8808.10657380538	3.94488256074748	13.706619546661	1.13693035827191	1.5898392640938	0.201353218505492	4.31001911422119	0.131896122420772	359.945025387552	5703.81114764966	1.23696019477796	0	1869.48973189198	87.6606863475892	0.675376940007708	0.303004754721378	0	0	0	3.20150860797296e-05	0.00526720689734618	0.00984193249663724	0	0.00219157410358094	0.000831439780921613	0.676633472840908	0.302345513445186	0	0	0	0.00362285254913068	0.00106192420651924	0.00985939038738439	0	0.00219145878603887	0.000831399621679875	243.469823214341	313.744728124102	378.984446288965	448.710652542893	525.53193784269	6.42791055213308e-05	5.4345099939658e-06	1.27843860175691e-06	3.59123920969565e-07	1.17365720754099e-07	-0.170453771948128	-0.518550556537114	1	1
20023	1.882166	0.302364	0.021022	0.618332	1	1	0	0.02	0.02	0	0	0.0395203508371539	1.882166	0.153195880743254	0	0	0.122668751862028	0.999999998250842	0.992265844182546	0.673459417349579	0.305321586678114	1.1372446085683	-38.0646282713156	7.32203023962758	1.82056579069537	17.2588527728792	0.638826816082419	-2.628199752671	8785.89973640461	3.94378624284295	13.7069866131414	1.13694198862408	1.59790762625158	0.203551669490635	4.3056222122509	0.127945715573669	357.015121866954	5744.93172444991	1.23716171484727	0	1852.99539971316	87.0332362475337	0.664108547523549	0.314320372398247	0	0	0	3.2214671963855e-05	0.00563781676581517	0.00942234757427396	0	0.00219212745430689	0.000831642764332084	0.678968619870591	0.300128820400095	0	0	0	0.00360285749366367	0.00105627540415605	0.00980149973827555	0	0.00217820679693625	0.000826794649028504	241.721616175501	311.431817862026	376.364634625585	445.53761780701	521.721731080338	6.34393684376792e-05	5.37204202061482e-06	1.26582591107744e-06	3.57074362581394e-07	1.16795158258276e-07	-0.177760930063185	-0.50262746965563	1	1.03125
20023	1.882166	0.302364	0.021022	0.618332	1	1	0	0.02	0.02	0	0	0.0825337557176487	1.882166	0.154388765061954	0	0	0.122130462582631	0.999999998181837	0.992204301047467	0.670303842502275	0.308472228237085	1.14293409015103	-37.9831855481163	7.32287345186286	1.81896494371937	17.2537336263165	0.645249736759679	-2.64273084009921	8750.45204541259	3.94203048910885	13.8873706232149	1.14262002601657	1.62144490226373	0.209902195655073	4.29292115992203	0.123688187735979	347.947407441737	5866.48867974612	1.23852421291292	0	1803.23017285694	85.229858488645	0.65144238263996	0.327037063294619	0	0	0	3.45307562759301e-05	0.00602476326165128	0.00898103224337713	0	0.00219266077819185	0.000831839076972723	0.681477531965015	0.297747336393856	0	0	0	0.00358133311038698	0.00105019361972722	0.00973920215889837	0	0.00216394867226195	0.000821837996045071	236.642211618425	304.919543847783	368.963316331914	436.552925260773	510.866260635832	6.13283520655209e-05	5.18570017560047e-06	1.22822194906072e-06	3.51480169686201e-07	1.15374506600927e-07	-0.186123989787283	-0.48540302571221	1	1.0625
20023	1.882166	0.302364	0.021022	0.618332	1	1	0	0.02	0.02	0	0	0.117439827141224	1.882166	0.154558594231817	0	0	0.120792005981949	0.999999998118498	0.992180753881945	0.667709702444352	0.311068122609858	1.1478390593402	-37.9167544373342	7.32357307116117	1.81795770793187	17.2497829022146	0.650666412371444	-2.65405650125772	8721.26740256955	3.94057960258687	14.0451569963066	1.14752659809428	1.64156186595014	0.215257254737893	4.28221104175639	0.12029961024163	340.455446841353	5970.95601464423	1.23958496000211	0	1762.24582673001	83.7386841862026	0.640957607047403	0.337561091909543	0	0	0	3.63418061686764e-05	0.006324343481316	0.00863921982976657	0	0.00219306368948958	0.000831987620547318	0.683469016494191	0.295857079444239	0	0	0	0.0035642206737538	0.00104535784239984	0.00968969182774739	0	0.00215261953899739	0.000817898082124298	232.433494583315	299.514842784363	362.825059025202	429.139758732072	501.910955657058	5.96311317437984e-05	5.04022867463862e-06	1.19729663748657e-06	3.46722136474548e-07	1.14172586195378e-07	-0.193170693779504	-0.471647616971668	1	1.09375
20023	1.882166	0.302364	0.021022	0.618332	1	1	0	0.02	0.02	0	0	0.155948042484555	1.882166	0.154466468644414	0	0	0.119275889364665	0.999999998035273	0.992042089994771	0.66481156470392	0.313970390613565	1.15342288365877	-37.8413362235377	7.32440032668776	1.8170526316451	17.2455644287914	0.656884667966994	-2.66645824275319	8688.5208746263	3.93894584886944	14.2269008862907	1.15311030594746	1.66462577941433	0.221316616099343	4.27009231903348	0.116634115696321	331.491107108977	6091.3650617205	1.23911398555665	0	1716.97766162307	82.0834074027366	0.629148817009537	0.349411483086734	0	0	0	3.82874732670652e-05	0.00664239759310345	0.00827634244968295	0	0.00219350238848533	0.000832149442833044	0.685618474309149	0.29381690602766	0	0	0	0.00354573005215247	0.0010401321980882	0.00963621201322869	0	0.00214038455834048	0.000813641918127984	227.758451180542	293.514705632615	356.036839384814	420.986083083902	492.049194263874	5.77770711178208e-05	4.88332365457351e-06	1.16181113956713e-06	3.40988699681162e-07	1.12738090794094e-07	-0.201246615664891	-0.456662826430204	1	1.125
20023	1.882166	0.302364	0.021022	0.618332	1	1	0	0.02	0.02	0	0	0.194765612735027	1.882166	0.154157383118128	0	0	0.11770933032324	0.999999997942044	0.991984786395883	0.661850333541272	0.316936966251242	1.15920382166626	-37.7629335327234	7.3252962932402	1.81632597742566	17.2414233967961	0.663432225097286	-2.6789608548575	8654.74954092355	3.9372545043814	14.4175589930909	1.15889173711234	1.68884588756385	0.227590020657857	4.25754550991646	0.113017894556678	323.193447855083	6218.51195514716	1.24044766671235	0	1671.33500016714	80.4050878419784	0.616981101701966	0.36161965167927	0	0	0	4.02047195025629e-05	0.00695166988691093	0.00792342753598965	0	0.00219393402190103	0.000832309387005226	0.687734510558415	0.291808450725185	0	0	0	0.00352750893650037	0.00103498239939567	0.00958353050587954	0	0.00212833485982063	0.000809449074730318	223.000355679729	287.377471214663	349.053368871683	412.642941154684	481.991052765134	5.59874431956688e-05	4.74075436261618e-06	1.12873892067215e-06	3.35502043055361e-07	1.11367272968277e-07	-0.209728138320486	-0.441747976471114	1	1.15625
20023	1.882166	0.302364	0.021022	0.618332	1	1	0	0.02	0.02	0	0	0.232894798257183	1.882166	0.153690924627524	0	0	0.116133283058502	0.999999997842772	0.991807049074071	0.658901178144963	0.319891996438203	1.16502085766636	-37.6835365557306	7.32623834945642	1.81577912067428	17.2374425823714	0.670161876664306	-2.6912942983779	8620.66194159703	3.9355406146119	14.6119591945262	1.16470845072734	1.71366590849676	0.233926157004355	4.24487323722346	0.109543215650288	315.027165471482	6349.55378684815	1.24175401634882	0	1626.47795093149	78.7456909232978	0.60476133872304	0.373877776643522	0	0	0	4.20502723924926e-05	0.00724510730783004	0.00758854019023095	0	0.00219435060505361	0.000832464331802486	0.689763734028492	0.289882366417933	0	0	0	0.00351002003619026	0.00103003929133036	0.00953298440618561	0	0.00211677620891422	0.000805426075793248	218.286794609171	281.288802992053	342.118380933971	404.402802169441	472.068172780829	5.42728712117138e-05	4.60872388361602e-06	1.09678409097655e-06	3.29950542181504e-07	1.09988976732223e-07	-0.218415980264662	-0.427270348613967	1	1.1875
20023	1.882166	0.302364	0.021022	0.618332	1	1	0	0.02	0.02	0	0	0.270087974427404	1.882166	0.153072843552154	0	0	0.113586344660429	0.999999997736975	0.991744412587495	0.655984283658945	0.322814948214316	1.17082299937102	-37.6031507721658	7.32722186237065	1.81544616603405	17.2336406190153	0.677089759804718	-2.7033809825178	8586.17845788514	3.93379991075294	14.8083474660416	1.17050659623742	1.73902825172904	0.240306637477331	4.23211227627751	0.106227969278171	307.0256635407	6484.22678460661	1.24305965046685	0	1582.55047716039	77.1101962668838	0.592460524783191	0.386214566890663	0	0	0	4.38312415822409e-05	0.00752385128486205	0.00727079435196461	0	0.00219477690385215	0.000832622228677399	0.691696399718606	0.2880478870828	0	0	0	0.00349335023878753	0.00102532749055527	0.00948482319960629	0	0.00210576544187053	0.000801592849063158	213.629671917597	275.259291141761	335.22762505932	396.254026719973	462.276677631364	5.26485196603629e-05	4.48916296830698e-06	1.06697130299938e-06	3.24558919623207e-07	1.08657722056717e-07	-0.227340581081506	-0.413171349922428	1	1.21875
20023	1.882166	0.302364	0.021022	0.618332	1	1	0	0.02	0.02	0	0	0.306164495875255	1.882166	0.152393213991847	0	0	0.112038239664542	0.999999997625639	0.991651216025713	0.653116000513472	0.325689273964555	1.17653096767415	-37.5237006490731	7.32822268183961	1.8152056751425	17.2299726454342	0.684032129226127	-2.71525173723595	8551.69861118595	3.93205238656399	15.0042534460297	1.17621439147459	1.76463782249709	0.246655583473814	4.21941438428454	0.103082578479551	299.27734979351	6620.98807429431	1.24433113898123	0	1540.04510719874	75.5174294817457	0.580332575454546	0.39837661284381	0	0	0	4.55226908070543e-05	0.00778502757537655	0.00697274235110021	0	0.0021951414262673	0.000832757756925241	0.693527088930544	0.286310147278396	0	0	0	0.00347754895906837	0.00102086101501415	0.0094391876528409	0	0.00209533446612204	0.000797960648593483	209.086112493358	269.369687489226	328.482519168498	388.314716347327	452.753443816922	5.11154859701926e-05	4.38037551368541e-06	1.03893846553222e-06	3.19231564942916e-07	1.07346809146851e-07	-0.236323050763946	-0.399706165255898	1	1.25
20023	1.882166	0.302364	0.021022	0.618332	1	1	0	0.02	0.02	0	0	0.358363286528706	1.882166	0.151352976049736	0	0	0.109738838768197	0.999999997448154	0.991447090346441	0.648895505625686	0.329918617123689	1.18496041636117	-37.4050090270956	7.32976532625534	1.81509575366148	17.2247412833576	0.694589949356519	-2.73261724839874	8499.62267654677	3.92939964652242	15.2981760746749	1.18463965513639	1.80373899916308	0.256173695387848	4.20037816045648	0.0986540911583673	288.053231470613	6831.28714517423	1.24620087084032	0	1478.50768925379	73.1926486728362	0.562286994269664	0.416469708775081	0	0	0	4.7929839673159e-05	0.00814946551342957	0.00655679983597359	0	0.00219566547523874	0.000832953710840355	0.696099980913735	0.283867767414857	0	0	0	0.00345532429207765	0.00101457862399949	0.00937502884119711	0	0.00208067366804947	0.000792854223742206	202.446648308271	260.767069264947	318.631878304759	376.800010800833	438.962138273552	4.89388819433233e-05	4.22975583889438e-06	9.98057207904126e-07	3.10796019200069e-07	1.05268849316158e-07	-0.25004196163063	-0.380416580788371	1	1.28125
20023	1.882166	0.302364	0.021022	0.618332	1	1	0	0.02	0.02	0	0	0.39190076539737	1.882166	0.150519016488619	0	0	0.108221080025404	0.999999997321658	0.991366703892014	0.646138369143537	0.332681431609165	1.19049697984691	-37.3262962228322	7.33081827658442	1.81519366434189	17.2214442690955	0.701722204416149	-2.74386129190446	8464.72531478739	3.9276128695675	15.4943745298196	1.19017404951815	1.83026698779233	0.262514446488576	4.18769665825502	0.0958855493636094	280.826911118927	6974.97942342491	1.24741344437682	0	1438.9161061108	71.6847992871191	0.550387309469388	0.428398909286823	0	0	0	4.94551778670917e-05	0.00837551394689441	0.00629870321639656	0	0.00219599431563229	0.00083307708802233	0.697705937962731	0.282343183563033	0	0	0	0.00344144244848063	0.00101065442389695	0.00933497153262346	0	0.00207152275218291	0.000789666123585945	198.127403659868	255.15393472781	312.156534906026	369.252532138174	429.959973227302	4.75975237773728e-05	4.14345650082701e-06	9.74377815619251e-07	3.05666918775417e-07	1.04003448070053e-07	-0.259331588382568	-0.368151643562211	1	1.3125
